city,city_cost_index,num_days,budget_tier,group_size,season,avg_place_rating,num_places,pct_history,pct_culture,pct_nature,pct_food,pct_nightlife,pct_shopping,total_cost_inr
Pune,1.0,10,high,4,shoulder,4.83,30,0.216,0.469,0.053,0.125,0.067,0.07,146109.7
Kochi,0.95,8,medium,4,peak,4.02,16,0.023,0.07,0.096,0.309,0.165,0.337,132360.71
Barcelona,2.5,1,low,2,peak,3.51,2,0.05,0.26,0.085,0.266,0.239,0.099,9930.29
Shimla,0.95,2,high,2,peak,4.48,4,0.356,0.14,0.138,0.038,0.125,0.203,20643.2
New York,3.6,2,low,5,off_peak,3.54,4,0.134,0.13,0.031,0.219,0.348,0.139,43032.05
Chennai,1.05,1,low,2,shoulder,4.72,3,0.021,0.427,0.242,0.007,0.195,0.108,3087.85
Jaipur,0.8,8,medium,1,peak,3.2,24,0.604,0.278,0.005,0.045,0.047,0.021,12485.12
Singapore,2.9,10,low,5,shoulder,3.46,30,0.226,0.196,0.495,0.03,0.025,0.028,94132.48
Kochi,0.95,10,medium,2,shoulder,4.42,30,0.005,0.389,0.061,0.002,0.081,0.462,60199.79
Bali,1.5,5,low,1,peak,4.51,10,0.315,0.025,0.366,0.1,0.021,0.171,10411.32
Rishikesh,0.75,7,medium,2,peak,3.48,21,0.213,0.058,0.334,0.102,0.162,0.132,25499.4
Mumbai,1.4,1,low,2,peak,3.83,2,0.164,0.183,0.248,0.041,0.317,0.047,4646.41
Bali,1.5,3,low,6,shoulder,4.57,6,0.313,0.059,0.003,0.301,0.08,0.244,52632.55
Goa,1.3,6,low,4,peak,4.92,12,0.169,0.177,0.081,0.191,0.247,0.135,57318.05
Goa,1.3,2,medium,2,shoulder,4.78,4,0.045,0.387,0.122,0.028,0.369,0.049,12327.0
Mumbai,1.4,2,low,2,peak,3.34,6,0.364,0.035,0.133,0.368,0.04,0.06,8817.27
Bengaluru,1.2,10,low,6,off_peak,4.35,30,0.26,0.182,0.107,0.173,0.072,0.205,85244.3
London,3.4,7,low,1,peak,3.54,14,0.249,0.516,0.029,0.01,0.032,0.165,46927.03
Rishikesh,0.75,5,high,3,off_peak,4.06,15,0.006,0.751,0.096,0.118,0.018,0.012,30608.51
Agra,0.75,6,low,1,shoulder,4.18,18,0.472,0.156,0.054,0.277,0.009,0.032,5715.78
Bengaluru,1.2,1,medium,5,shoulder,4.29,3,0.052,0.097,0.073,0.079,0.261,0.439,17202.63
Dubai,2.8,1,low,3,off_peak,4.14,2,0.304,0.05,0.113,0.124,0.323,0.087,7320.47
Dubai,2.8,6,medium,5,off_peak,4.59,18,0.218,0.019,0.04,0.014,0.396,0.312,198819.53
Chennai,1.05,6,medium,4,shoulder,3.77,18,0.035,0.099,0.139,0.096,0.108,0.523,70479.8
Amritsar,0.8,2,medium,1,peak,4.74,6,0.072,0.166,0.248,0.003,0.425,0.086,6279.73
Jaipur,0.8,3,high,3,off_peak,3.56,9,0.156,0.178,0.523,0.018,0.088,0.036,19178.96
Rishikesh,0.75,10,low,2,shoulder,3.33,30,0.201,0.31,0.091,0.055,0.2,0.144,21304.81
Delhi,1.1,9,high,3,peak,4.11,27,0.111,0.536,0.043,0.256,0.037,0.016,120841.02
Shimla,0.95,7,medium,5,shoulder,4.75,14,0.249,0.417,0.032,0.006,0.191,0.106,73068.9
Dubai,2.8,10,high,5,off_peak,4.97,30,0.183,0.018,0.076,0.158,0.561,0.003,449145.32
Kochi,0.95,3,low,1,off_peak,4.78,6,0.102,0.157,0.079,0.058,0.449,0.154,4442.26
London,3.4,1,low,1,shoulder,4.89,3,0.149,0.001,0.161,0.187,0.503,0.001,6414.9
Bangkok,1.6,8,medium,1,off_peak,3.76,24,0.351,0.276,0.096,0.084,0.07,0.123,22514.98
Bali,1.5,9,high,2,off_peak,4.0,27,0.226,0.475,0.053,0.129,0.024,0.094,106668.05
Bali,1.5,3,medium,2,peak,4.74,9,0.375,0.117,0.112,0.057,0.224,0.114,32498.53
Barcelona,2.5,5,medium,3,shoulder,4.49,10,0.094,0.068,0.241,0.127,0.103,0.366,115891.8
Goa,1.3,10,high,3,shoulder,4.3,30,0.049,0.351,0.028,0.275,0.015,0.282,192172.83
Istanbul,1.8,5,low,6,shoulder,4.07,10,0.063,0.033,0.412,0.048,0.229,0.214,78704.94
Dubai,2.8,6,low,2,shoulder,4.18,12,0.39,0.084,0.043,0.109,0.07,0.304,41597.88
Shimla,0.95,9,medium,2,off_peak,3.73,18,0.229,0.035,0.033,0.326,0.248,0.129,40642.12
Mumbai,1.4,10,low,2,shoulder,4.75,30,0.069,0.096,0.409,0.071,0.107,0.247,37779.49
Manali,0.9,4,medium,1,peak,4.54,12,0.006,0.107,0.059,0.267,0.379,0.183,13088.59
Istanbul,1.8,4,medium,5,peak,4.65,12,0.288,0.27,0.085,0.041,0.144,0.173,98882.31
Dubai,2.8,3,low,1,peak,4.88,9,0.0,0.035,0.165,0.249,0.206,0.345,18659.51
Pune,1.0,7,high,6,shoulder,3.86,21,0.019,0.215,0.313,0.046,0.083,0.324,141894.39
Amritsar,0.8,7,medium,5,shoulder,4.36,21,0.061,0.058,0.157,0.081,0.597,0.046,83291.62
Mumbai,1.4,3,high,4,peak,3.25,9,0.441,0.135,0.05,0.126,0.158,0.091,85227.73
Shimla,0.95,9,low,6,off_peak,3.57,18,0.028,0.064,0.126,0.236,0.535,0.011,48103.12
Barcelona,2.5,10,high,2,peak,3.96,30,0.101,0.036,0.228,0.209,0.098,0.329,325868.6
Delhi,1.1,4,medium,5,off_peak,4.23,12,0.153,0.032,0.261,0.066,0.275,0.211,53405.47
Singapore,2.9,1,low,3,shoulder,3.89,3,0.014,0.089,0.019,0.317,0.335,0.227,14453.66
Paris,3.2,1,low,1,shoulder,3.64,2,0.255,0.206,0.021,0.069,0.287,0.161,4502.85
Rome,2.7,8,high,2,shoulder,4.56,24,0.278,0.143,0.015,0.05,0.471,0.044,218083.4
Chennai,1.05,6,high,1,shoulder,4.64,12,0.216,0.086,0.211,0.086,0.313,0.089,24360.47
New York,3.6,6,low,5,peak,4.5,18,0.016,0.118,0.109,0.454,0.266,0.037,188268.89
Varanasi,0.7,3,high,5,peak,3.35,6,0.151,0.142,0.251,0.132,0.171,0.152,49168.24
Jaipur,0.8,10,low,1,off_peak,3.36,30,0.039,0.004,0.158,0.324,0.295,0.18,11674.6
New York,3.6,10,high,3,shoulder,4.63,30,0.202,0.275,0.016,0.203,0.296,0.008,569932.25
Manali,0.9,10,low,3,shoulder,4.93,30,0.071,0.302,0.314,0.092,0.201,0.02,34412.93
Mumbai,1.4,6,medium,4,shoulder,3.95,18,0.169,0.02,0.067,0.688,0.037,0.019,82199.99
Shimla,0.95,7,medium,4,shoulder,4.22,21,0.12,0.265,0.121,0.292,0.109,0.093,54550.06
Udaipur,1.0,7,high,4,shoulder,4.17,21,0.006,0.191,0.296,0.158,0.19,0.16,92089.76
London,3.4,5,medium,5,off_peak,3.72,10,0.095,0.13,0.004,0.564,0.091,0.117,172496.08
Pune,1.0,7,medium,1,off_peak,4.52,21,0.289,0.144,0.166,0.049,0.201,0.151,15264.39
Shimla,0.95,7,low,3,off_peak,4.47,21,0.084,0.108,0.009,0.56,0.034,0.206,27588.8
Manali,0.9,6,low,1,off_peak,3.87,18,0.064,0.085,0.023,0.001,0.813,0.014,8421.43
Bengaluru,1.2,8,high,3,off_peak,4.95,24,0.003,0.259,0.207,0.311,0.18,0.039,105145.77
Agra,0.75,6,medium,6,shoulder,3.76,18,0.157,0.133,0.075,0.039,0.245,0.352,63873.71
Mumbai,1.4,4,medium,1,shoulder,4.18,12,0.084,0.151,0.151,0.282,0.043,0.289,14921.27
Amritsar,0.8,6,medium,3,off_peak,3.59,18,0.099,0.206,0.201,0.141,0.198,0.157,30627.39
Mumbai,1.4,2,high,4,off_peak,4.12,6,0.014,0.233,0.178,0.127,0.335,0.112,48083.28
Hyderabad,1.05,1,low,5,shoulder,3.52,2,0.267,0.031,0.064,0.265,0.185,0.189,6072.45
London,3.4,10,medium,1,off_peak,4.98,20,0.431,0.093,0.207,0.02,0.094,0.155,65550.49
Amsterdam,2.9,4,low,3,peak,3.98,8,0.013,0.144,0.081,0.631,0.119,0.013,77198.56
Barcelona,2.5,1,low,5,shoulder,3.36,2,0.321,0.151,0.335,0.106,0.019,0.068,8744.29
Delhi,1.1,10,high,6,off_peak,3.35,30,0.18,0.112,0.007,0.047,0.382,0.273,218468.28
New York,3.6,8,medium,6,peak,4.17,24,0.05,0.376,0.031,0.065,0.385,0.093,534568.78
Varanasi,0.7,10,low,3,off_peak,3.65,30,0.115,0.005,0.255,0.252,0.19,0.183,29029.51
Bangkok,1.6,8,high,3,shoulder,4.06,24,0.441,0.211,0.062,0.096,0.178,0.012,141051.25
New York,3.6,4,high,4,shoulder,4.0,8,0.351,0.053,0.143,0.186,0.105,0.162,225817.53
Mumbai,1.4,8,high,2,off_peak,4.01,24,0.21,0.338,0.069,0.075,0.221,0.087,73203.64
Bangkok,1.6,8,low,3,peak,4.62,24,0.108,0.323,0.181,0.004,0.176,0.208,80399.66
Istanbul,1.8,2,low,5,shoulder,4.23,4,0.057,0.22,0.114,0.205,0.298,0.106,26948.49
Rome,2.7,10,medium,1,peak,3.52,30,0.023,0.526,0.237,0.039,0.047,0.127,68113.2
Udaipur,1.0,7,medium,4,peak,4.39,21,0.445,0.18,0.166,0.027,0.121,0.061,68158.05
Agra,0.75,6,low,4,shoulder,4.1,18,0.174,0.071,0.308,0.145,0.16,0.141,21264.26
Chennai,1.05,8,high,3,shoulder,3.47,16,0.445,0.046,0.065,0.151,0.04,0.252,91822.95
Goa,1.3,6,medium,3,off_peak,4.74,12,0.135,0.12,0.227,0.216,0.031,0.271,59998.39
Amritsar,0.8,3,low,1,off_peak,3.95,9,0.264,0.543,0.046,0.116,0.027,0.004,2396.56
Delhi,1.1,1,medium,2,off_peak,3.7,2,0.354,0.157,0.261,0.12,0.008,0.1,3461.16
London,3.4,5,high,2,shoulder,3.73,15,0.245,0.104,0.088,0.136,0.239,0.189,177107.68
Singapore,2.9,2,medium,3,shoulder,4.65,4,0.012,0.075,0.01,0.071,0.003,0.829,73416.59
Paris,3.2,9,low,6,peak,4.79,27,0.042,0.015,0.124,0.265,0.028,0.525,469216.09
Barcelona,2.5,8,low,5,off_peak,3.56,16,0.305,0.249,0.101,0.038,0.152,0.155,93408.58
Bengaluru,1.2,1,high,2,peak,3.23,3,0.029,0.026,0.183,0.447,0.252,0.063,14164.05
Amritsar,0.8,3,high,5,shoulder,4.59,6,0.017,0.091,0.3,0.158,0.22,0.213,51009.19
Istanbul,1.8,9,medium,3,shoulder,3.67,27,0.42,0.007,0.133,0.27,0.093,0.078,92735.28
Shimla,0.95,6,high,5,peak,4.04,12,0.366,0.069,0.357,0.057,0.058,0.093,93019.64
Dubai,2.8,6,medium,3,shoulder,4.56,18,0.236,0.236,0.155,0.015,0.086,0.272,113360.26
Paris,3.2,8,low,6,shoulder,3.43,16,0.176,0.028,0.336,0.134,0.322,0.004,170641.49
Varanasi,0.7,1,medium,4,off_peak,4.0,3,0.131,0.209,0.425,0.059,0.165,0.011,4140.24
Hyderabad,1.05,6,low,5,shoulder,4.14,18,0.172,0.126,0.096,0.001,0.225,0.379,52972.84
Jaipur,0.8,9,medium,4,off_peak,4.31,27,0.068,0.197,0.083,0.007,0.259,0.387,82543.04
Amsterdam,2.9,2,high,2,off_peak,4.71,4,0.081,0.022,0.017,0.216,0.569,0.095,57088.07
Chennai,1.05,8,high,6,shoulder,4.14,24,0.195,0.101,0.034,0.215,0.008,0.447,182169.81
Rome,2.7,10,low,5,shoulder,3.64,20,0.103,0.159,0.397,0.217,0.011,0.114,125419.5
Shimla,0.95,2,medium,1,peak,4.12,4,0.019,0.269,0.058,0.173,0.037,0.444,8175.47
Amsterdam,2.9,6,low,2,off_peak,4.72,12,0.483,0.103,0.036,0.135,0.122,0.122,44804.3
Manali,0.9,6,medium,1,off_peak,3.52,12,0.231,0.03,0.179,0.32,0.237,0.002,9985.19
Singapore,2.9,5,medium,4,off_peak,4.78,15,0.014,0.098,0.027,0.352,0.147,0.363,167846.07
Amsterdam,2.9,1,low,5,off_peak,3.52,3,0.434,0.147,0.236,0.087,0.09,0.006,9983.11
Kochi,0.95,1,low,5,shoulder,3.87,3,0.13,0.159,0.298,0.119,0.16,0.134,5685.6
Manali,0.9,4,high,5,peak,4.02,12,0.037,0.127,0.096,0.005,0.42,0.315,122110.47
Barcelona,2.5,7,medium,2,peak,4.25,14,0.013,0.322,0.148,0.099,0.208,0.211,126673.11
Rome,2.7,2,low,3,shoulder,3.62,6,0.331,0.069,0.262,0.004,0.222,0.111,16691.56
Barcelona,2.5,3,high,3,off_peak,4.34,9,0.461,0.075,0.233,0.068,0.129,0.033,72714.41
Singapore,2.9,6,medium,6,shoulder,3.39,18,0.016,0.034,0.284,0.282,0.162,0.221,220280.28
New York,3.6,5,medium,5,peak,3.92,10,0.116,0.043,0.376,0.043,0.24,0.183,238215.99
Istanbul,1.8,2,low,2,off_peak,3.74,4,0.116,0.105,0.008,0.082,0.498,0.19,13188.43
Jaipur,0.8,6,medium,6,peak,4.19,18,0.442,0.104,0.083,0.236,0.089,0.047,71680.27
Amritsar,0.8,9,low,1,peak,3.25,18,0.084,0.021,0.074,0.542,0.257,0.023,12198.51
Agra,0.75,7,low,3,peak,4.54,21,0.247,0.236,0.011,0.029,0.445,0.033,30901.84
Rome,2.7,9,low,4,shoulder,3.27,27,0.114,0.253,0.125,0.277,0.051,0.18,109126.88
Tokyo,3.0,2,high,6,off_peak,3.34,4,0.212,0.135,0.195,0.293,0.12,0.046,97371.11
Amritsar,0.8,10,medium,2,peak,4.09,30,0.242,0.13,0.03,0.28,0.254,0.064,47322.34
Jaipur,0.8,4,medium,3,shoulder,4.37,12,0.177,0.159,0.292,0.198,0.056,0.118,24343.75
Shimla,0.95,4,medium,5,off_peak,3.72,8,0.105,0.177,0.157,0.079,0.036,0.447,39782.79
Barcelona,2.5,9,low,4,shoulder,3.8,27,0.003,0.196,0.053,0.136,0.309,0.303,139267.9
Tokyo,3.0,4,medium,2,peak,3.56,8,0.001,0.467,0.024,0.113,0.087,0.308,62348.43
Varanasi,0.7,9,high,3,peak,3.95,18,0.216,0.417,0.032,0.246,0.02,0.07,93483.52
Amritsar,0.8,5,low,3,off_peak,4.66,15,0.141,0.626,0.112,0.034,0.078,0.011,11797.34
Delhi,1.1,7,low,1,peak,3.34,14,0.156,0.21,0.004,0.304,0.095,0.231,15894.25
Amritsar,0.8,9,medium,1,peak,4.51,18,0.031,0.115,0.067,0.074,0.278,0.436,34296.69
Agra,0.75,10,medium,5,off_peak,3.44,20,0.057,0.017,0.01,0.461,0.3,0.155,93851.16
Shimla,0.95,10,medium,1,off_peak,4.26,20,0.199,0.122,0.178,0.074,0.111,0.315,26189.0
Singapore,2.9,4,high,2,shoulder,3.94,8,0.093,0.178,0.055,0.236,0.314,0.123,124465.29
Varanasi,0.7,1,low,2,peak,3.61,3,0.294,0.17,0.009,0.027,0.133,0.367,2354.27
Barcelona,2.5,2,low,2,off_peak,4.07,6,0.539,0.112,0.058,0.102,0.024,0.165,11406.93
Rome,2.7,6,high,5,off_peak,3.69,18,0.05,0.101,0.009,0.23,0.53,0.08,334678.02
Jaipur,0.8,5,low,5,off_peak,3.35,10,0.119,0.144,0.042,0.337,0.175,0.184,21861.86
Dubai,2.8,8,low,1,off_peak,3.23,24,0.063,0.318,0.022,0.054,0.311,0.232,36988.49
Chennai,1.05,8,medium,1,peak,4.03,16,0.1,0.266,0.114,0.028,0.112,0.38,31168.87
Varanasi,0.7,7,medium,3,off_peak,3.23,21,0.016,0.048,0.258,0.29,0.271,0.117,32506.46
Hyderabad,1.05,8,medium,2,peak,3.95,16,0.219,0.118,0.033,0.04,0.235,0.355,70676.8
New York,3.6,9,low,3,peak,3.48,18,0.479,0.11,0.096,0.179,0.041,0.095,145216.95
Goa,1.3,7,low,5,peak,4.52,21,0.419,0.013,0.017,0.244,0.114,0.194,81722.78
Chennai,1.05,3,medium,1,peak,4.6,9,0.185,0.065,0.305,0.08,0.186,0.18,10813.66
Pune,1.0,3,medium,2,off_peak,4.2,9,0.085,0.415,0.201,0.205,0.015,0.08,12652.02
Bengaluru,1.2,4,high,1,peak,4.45,12,0.152,0.155,0.103,0.083,0.266,0.241,27441.21
Istanbul,1.8,6,high,5,off_peak,3.72,18,0.053,0.313,0.111,0.257,0.255,0.011,188505.65
Shimla,0.95,3,low,2,off_peak,4.89,6,0.073,0.212,0.114,0.186,0.321,0.093,8870.22
Bangkok,1.6,3,high,4,off_peak,3.59,6,0.117,0.531,0.087,0.101,0.053,0.111,56850.62
Agra,0.75,7,low,5,shoulder,4.34,14,0.028,0.293,0.005,0.114,0.439,0.122,46130.15
Delhi,1.1,6,medium,5,shoulder,3.61,18,0.086,0.094,0.631,0.048,0.056,0.086,35190.56
Mumbai,1.4,4,medium,2,peak,4.08,8,0.451,0.131,0.015,0.287,0.102,0.013,28632.59
Paris,3.2,7,low,2,shoulder,4.25,14,0.056,0.054,0.121,0.345,0.075,0.349,67397.22
New York,3.6,4,low,2,off_peak,4.34,8,0.066,0.288,0.083,0.005,0.285,0.272,37735.15
New York,3.6,6,low,6,off_peak,3.84,12,0.072,0.116,0.393,0.309,0.103,0.007,119635.4
New York,3.6,8,medium,6,off_peak,3.62,24,0.301,0.031,0.174,0.048,0.045,0.401,349580.68
Agra,0.75,7,medium,4,shoulder,4.78,21,0.17,0.219,0.212,0.25,0.029,0.119,43397.45
Goa,1.3,1,high,1,off_peak,4.31,2,0.055,0.35,0.041,0.439,0.101,0.013,4926.62
Udaipur,1.0,4,medium,3,shoulder,3.61,8,0.056,0.025,0.281,0.098,0.122,0.418,38252.85
Chennai,1.05,9,low,1,off_peak,4.28,27,0.024,0.064,0.04,0.286,0.05,0.535,17265.7
Istanbul,1.8,7,medium,3,off_peak,3.73,14,0.018,0.046,0.056,0.724,0.137,0.02,64292.11
Barcelona,2.5,8,low,3,off_peak,3.29,24,0.318,0.055,0.114,0.045,0.369,0.098,73548.46
Jaipur,0.8,8,low,3,shoulder,4.2,16,0.219,0.092,0.022,0.354,0.184,0.13,31454.64
Rome,2.7,7,high,2,peak,3.72,14,0.3,0.295,0.015,0.082,0.201,0.108,183943.84
Jaipur,0.8,10,medium,5,peak,4.11,30,0.27,0.129,0.183,0.086,0.309,0.023,83631.29
Goa,1.3,3,high,4,peak,3.52,9,0.246,0.28,0.241,0.191,0.002,0.04,51156.43
Bengaluru,1.2,9,medium,1,off_peak,4.87,27,0.146,0.256,0.171,0.094,0.117,0.215,28100.34
Udaipur,1.0,1,medium,4,peak,3.21,2,0.024,0.269,0.236,0.269,0.005,0.197,10560.06
Kochi,0.95,8,medium,2,peak,3.8,24,0.423,0.311,0.211,0.018,0.023,0.014,27960.98
Paris,3.2,1,medium,6,shoulder,3.89,3,0.001,0.205,0.021,0.638,0.01,0.125,45754.81
Kochi,0.95,6,medium,2,peak,4.41,18,0.187,0.19,0.154,0.102,0.217,0.151,38065.38
Dubai,2.8,2,low,2,peak,3.24,4,0.048,0.162,0.107,0.077,0.137,0.469,30380.44
Singapore,2.9,10,medium,4,off_peak,3.27,20,0.274,0.153,0.092,0.333,0.099,0.049,233817.4
Bali,1.5,5,low,1,peak,3.62,10,0.139,0.254,0.107,0.033,0.33,0.137,15634.75
Amritsar,0.8,2,medium,4,peak,3.73,6,0.069,0.025,0.239,0.195,0.416,0.055,22821.0
Dubai,2.8,9,medium,4,peak,4.65,18,0.461,0.093,0.199,0.069,0.059,0.118,268180.48
Bengaluru,1.2,6,low,6,off_peak,3.29,18,0.009,0.086,0.549,0.044,0.015,0.297,45633.15
Amritsar,0.8,4,medium,6,shoulder,3.52,12,0.333,0.199,0.054,0.311,0.039,0.063,40036.43
Udaipur,1.0,8,medium,6,shoulder,3.8,16,0.136,0.103,0.214,0.279,0.206,0.063,92313.16
Tokyo,3.0,1,medium,1,shoulder,3.8,3,0.01,0.169,0.187,0.111,0.313,0.209,8944.02
Manali,0.9,7,low,1,peak,4.85,14,0.172,0.138,0.054,0.374,0.256,0.007,13268.6
Pune,1.0,2,medium,2,off_peak,3.82,6,0.629,0.096,0.056,0.114,0.046,0.059,7223.47
Bangkok,1.6,7,high,2,off_peak,3.28,14,0.037,0.028,0.136,0.02,0.659,0.12,105881.07
Singapore,2.9,3,high,3,shoulder,4.37,9,0.157,0.375,0.114,0.231,0.054,0.069,98723.17
Jaipur,0.8,1,low,5,shoulder,4.91,3,0.207,0.17,0.254,0.108,0.042,0.218,5961.38
Delhi,1.1,7,medium,2,shoulder,3.59,14,0.173,0.105,0.3,0.155,0.083,0.186,34325.25
New York,3.6,1,low,3,shoulder,4.21,2,0.034,0.623,0.055,0.022,0.139,0.127,16502.71
Hyderabad,1.05,7,low,4,peak,3.89,21,0.098,0.192,0.375,0.221,0.074,0.041,44442.08
Barcelona,2.5,3,medium,5,peak,4.51,6,0.065,0.016,0.576,0.045,0.191,0.107,105527.69
Singapore,2.9,8,low,6,shoulder,4.91,24,0.357,0.315,0.11,0.016,0.092,0.11,153293.65
Hyderabad,1.05,8,low,4,peak,4.9,24,0.101,0.049,0.285,0.049,0.24,0.277,72779.2
Rishikesh,0.75,9,medium,5,off_peak,3.21,27,0.103,0.127,0.062,0.381,0.256,0.07,67530.74
Shimla,0.95,2,low,4,peak,3.39,6,0.242,0.018,0.518,0.01,0.096,0.117,8971.14
New York,3.6,1,high,5,shoulder,3.43,2,0.095,0.262,0.0,0.01,0.235,0.398,78417.47
Singapore,2.9,9,low,4,shoulder,3.76,18,0.02,0.047,0.2,0.463,0.074,0.196,166162.71
Rishikesh,0.75,1,low,6,off_peak,3.4,2,0.091,0.598,0.026,0.043,0.053,0.189,4908.83
Shimla,0.95,2,medium,1,off_peak,3.4,4,0.471,0.022,0.096,0.024,0.149,0.239,3060.35
Shimla,0.95,7,low,6,off_peak,3.56,21,0.232,0.243,0.027,0.227,0.24,0.03,34213.34
Hyderabad,1.05,8,low,2,off_peak,3.2,24,0.443,0.033,0.328,0.047,0.078,0.072,16796.89
Dubai,2.8,7,medium,1,peak,3.32,14,0.187,0.086,0.12,0.369,0.103,0.134,53749.29
Kochi,0.95,2,high,2,peak,3.51,4,0.066,0.02,0.402,0.085,0.034,0.393,22030.5
Bali,1.5,1,medium,3,off_peak,3.43,3,0.351,0.066,0.16,0.227,0.103,0.093,7687.31
Amsterdam,2.9,8,medium,3,off_peak,3.73,24,0.24,0.356,0.092,0.195,0.112,0.005,102347.49
Rishikesh,0.75,7,high,1,off_peak,4.05,14,0.083,0.018,0.308,0.312,0.228,0.051,20692.9
Agra,0.75,6,medium,2,peak,4.48,18,0.163,0.297,0.309,0.027,0.139,0.064,29098.61
Istanbul,1.8,1,medium,2,shoulder,4.31,2,0.002,0.45,0.146,0.191,0.027,0.183,9553.91
Bangkok,1.6,2,medium,1,peak,4.4,4,0.221,0.502,0.021,0.156,0.037,0.062,9341.9
Delhi,1.1,4,medium,5,off_peak,3.35,8,0.086,0.076,0.283,0.077,0.324,0.154,43677.6
Amsterdam,2.9,3,high,5,peak,4.54,9,0.206,0.002,0.196,0.135,0.127,0.333,257289.85
Paris,3.2,9,medium,5,shoulder,4.76,27,0.03,0.366,0.079,0.243,0.028,0.253,359661.16
Hyderabad,1.05,4,high,4,peak,4.25,8,0.065,0.02,0.023,0.043,0.551,0.298,130515.12
Mumbai,1.4,2,medium,4,shoulder,3.72,6,0.106,0.192,0.532,0.034,0.057,0.078,14509.3
Amsterdam,2.9,8,medium,1,shoulder,4.71,16,0.014,0.089,0.224,0.125,0.288,0.261,81268.2
Amritsar,0.8,2,high,2,peak,3.38,6,0.056,0.053,0.016,0.277,0.269,0.329,22960.88
Istanbul,1.8,4,high,2,peak,4.8,8,0.267,0.243,0.031,0.289,0.058,0.112,89845.48
Udaipur,1.0,4,medium,1,shoulder,4.81,12,0.327,0.036,0.045,0.109,0.194,0.288,11737.5
Singapore,2.9,4,medium,2,peak,4.3,12,0.029,0.032,0.228,0.074,0.023,0.614,46586.43
Dubai,2.8,5,medium,6,off_peak,4.54,15,0.542,0.125,0.125,0.052,0.134,0.022,134134.39
New York,3.6,6,medium,6,shoulder,4.99,12,0.127,0.379,0.096,0.178,0.08,0.141,305166.68
Goa,1.3,7,low,2,shoulder,4.33,14,0.021,0.292,0.197,0.308,0.072,0.11,26350.31
Bangkok,1.6,6,medium,3,shoulder,4.69,18,0.001,0.014,0.008,0.476,0.32,0.181,100534.33
Rishikesh,0.75,4,low,3,off_peak,4.45,8,0.441,0.08,0.021,0.016,0.024,0.417,15865.19
Bengaluru,1.2,6,medium,3,peak,3.8,18,0.036,0.462,0.013,0.158,0.294,0.037,69790.42
Manali,0.9,4,low,4,off_peak,4.03,8,0.344,0.531,0.081,0.008,0.033,0.004,11926.22
Amritsar,0.8,1,high,6,off_peak,4.2,3,0.113,0.42,0.008,0.046,0.163,0.252,19832.0
Hyderabad,1.05,9,medium,1,peak,4.35,18,0.322,0.171,0.143,0.094,0.215,0.056,30305.64
Jaipur,0.8,8,low,2,peak,4.61,16,0.391,0.183,0.009,0.051,0.014,0.352,30977.22
Goa,1.3,10,medium,2,shoulder,3.25,30,0.062,0.024,0.38,0.143,0.019,0.373,58445.24
Dubai,2.8,2,medium,5,shoulder,4.34,4,0.04,0.074,0.11,0.401,0.03,0.346,77936.44
London,3.4,3,medium,4,shoulder,4.76,9,0.122,0.251,0.009,0.363,0.138,0.117,98822.28
Pune,1.0,9,high,4,peak,4.99,27,0.188,0.104,0.06,0.253,0.293,0.102,242711.87
London,3.4,7,high,2,off_peak,3.47,21,0.466,0.009,0.101,0.011,0.295,0.118,178659.73
Barcelona,2.5,4,medium,4,peak,3.97,8,0.187,0.193,0.024,0.312,0.276,0.009,116384.87
Istanbul,1.8,5,low,6,peak,4.59,15,0.131,0.16,0.25,0.09,0.008,0.363,72425.75
Varanasi,0.7,10,low,5,off_peak,3.49,30,0.064,0.18,0.151,0.425,0.052,0.128,44844.52
Chennai,1.05,1,medium,4,off_peak,3.39,3,0.098,0.207,0.311,0.161,0.05,0.173,8054.14
Delhi,1.1,9,high,4,peak,4.22,18,0.048,0.022,0.365,0.072,0.255,0.237,278291.61
Hyderabad,1.05,8,medium,6,shoulder,3.42,16,0.033,0.041,0.307,0.368,0.076,0.176,94303.46
Bangkok,1.6,2,high,1,shoulder,3.47,6,0.02,0.163,0.035,0.121,0.526,0.135,16245.87
Barcelona,2.5,10,high,3,peak,3.6,30,0.236,0.139,0.003,0.183,0.094,0.346,551886.3
Kochi,0.95,3,medium,5,off_peak,4.73,6,0.061,0.043,0.041,0.393,0.06,0.403,40728.87
Manali,0.9,2,medium,5,shoulder,4.08,4,0.029,0.369,0.051,0.533,0.015,0.002,19814.7
Mumbai,1.4,9,medium,5,off_peak,3.32,27,0.589,0.033,0.016,0.064,0.066,0.233,114109.68
Pune,1.0,5,low,6,shoulder,3.32,10,0.003,0.151,0.459,0.315,0.067,0.005,28096.38
Jaipur,0.8,7,low,4,peak,4.72,21,0.188,0.067,0.564,0.053,0.051,0.077,26044.66
Pune,1.0,4,low,2,off_peak,4.57,12,0.23,0.068,0.374,0.0,0.018,0.311,9427.17
Udaipur,1.0,4,low,2,peak,3.21,8,0.12,0.019,0.166,0.081,0.469,0.146,15060.16
Tokyo,3.0,3,high,4,peak,4.0,6,0.052,0.008,0.095,0.216,0.43,0.199,238805.62
Bangkok,1.6,4,high,5,shoulder,4.5,12,0.389,0.128,0.316,0.062,0.09,0.016,93213.52
Kochi,0.95,10,medium,1,off_peak,4.23,30,0.496,0.053,0.207,0.037,0.038,0.168,14569.1
